1|1|5.0
2|1|5.0
3|1|5.0
4|1|5.0
5|1|5.0
6|1|5.0
7|1|5.0
8|1|5.0
9|1|5.0
10|1|5.0
11|1|3.5
12|1|5.0
13|1|4.5
14|1|5.0
15|1|5.0
16|1|5.0
17|1|4.5
18|1|5.0
19|1|5.0
20|1|5.0
21|1|5.0
22|1|5.0
23|1|5.0
24|1|5.0
25|1|5.0
26|1|5.0
27|1|5.0
28|1|5.0
29|1|5.0
30|1|4.0
31|1|4.0
32|1|5.0
33|1|4.5
34|1|5.0
35|1|5.0
36|1|5.0
37|1|5.0
38|1|5.0
39|1|4.0
40|1|5.0
41|1|5.0
42|1|5.0
43|1|5.0
44|1|5.0
45|1|5.0
46|1|5.0
47|1|5.0
48|1|5.0
49|1|4.5
50|1|4.0
51|1|5.0
52|1|5.0
53|1|5.0
54|1|5.0
55|1|5.0
56|1|5.0
57|1|4.5
58|1|5.0
59|1|5.0
60|1|5.0
61|1|5.0
62|1|5.0
63|1|5.0
64|1|5.0
65|1|5.0
66|1|5.0
67|1|5.0
68|1|5.0
69|1|5.0
70|1|5.0
71|1|5.0
72|1|5.0
73|1|5.0
74|1|5.0
75|1|5.0
76|1|5.0
77|1|5.0
78|1|5.0
79|1|5.0
80|1|5.0
81|1|5.0
82|1|5.0
83|1|5.0
84|1|5.0
85|1|5.0
86|1|5.0
87|1|5.0
88|1|5.0
89|1|5.0
90|1|5.0
91|1|4.5
92|1|5.0
93|1|5.0
94|1|5.0
95|1|5.0
96|1|4.0
97|1|5.0
98|1|5.0
99|1|5.0
100|1|4.5
101|1|5.0
102|1|5.0
103|1|5.0
104|1|5.0
105|1|5.0
106|1|5.0
107|1|5.0
108|1|5.0
109|1|5.0
110|1|5.0
111|1|5.0
112|1|5.0
113|1|5.0
114|1|5.0
115|1|4.5
116|1|5.0
117|1|5.0
118|1|5.0
119|1|4.5
120|1|4.5
121|1|4.5
122|1|5.0
123|1|5.0
124|1|5.0
125|1|5.0
126|1|5.0
127|1|5.0
128|1|5.0
129|1|4.5
130|1|5.0
131|1|5.0
