0	creek	0.204774458284
0	evacuated	0.184746452358
0	water	0.130783582991
0	flooding	0.0882850759944
0	homes	0.0751882227755
0	fire	0.0727652088842
0	million	0.0642878468371
0	roads	0.0607747625035
0	people	0.0599523711647
0	chris	0.0584420182073
1	st	0.150559288497
1	tickets	0.129519614232
1	government	0.115122425229
1	mandela	0.10191223466
1	defense	0.0964930850032
1	mandelas	0.0949793300053
1	people	0.0800093682788
1	release	0.0782027201448
1	rebels	0.0781176821482
1	panels	0.0750842518016
2	percent	0.277690449444
2	mecham	0.123420208162
2	belmont	0.119056092689
2	court	0.0754725221085
2	last	0.0738840800021
2	rights	0.0707025308722
2	sales	0.0694161256479
2	averaged	0.0657078221873
2	year	0.0641474357225
2	retailers	0.0605027331652
3	million	0.17875315898
3	estimate	0.133263870137
3	percent	0.121341044926
3	sales	0.103921280103
3	allied	0.103240235593
3	year	0.0888926662537
3	lost	0.0771192111206
3	federated	0.0724530887914
3	gambling	0.0634249131517
3	billion	0.0575905309429
4	i	0.131169453662
4	new	0.124476466973
4	bill	0.120140963679
4	souter	0.109258218243
4	committee	0.108527551436
4	court	0.0931102421379
4	president	0.0864589544289
4	get	0.0827589016592
4	senate	0.0734925135205
4	air	0.070606734261
5	interstate	0.144822966423
5	million	0.14366400313
5	new	0.128115146805
5	immigrants	0.117547822258
5	chinese	0.0952431000822
5	first	0.0857012103543
5	engine	0.0767077436164
5	stock	0.0730006033567
5	today	0.0707231092082
5	trading	0.0644742947665
6	insults	0.206702811708
6	registration	0.118325637516
6	i	0.111065600325
6	percent	0.0962749459903
6	chinese	0.0904426147465
6	police	0.0902110875485
6	bush	0.0819028885864
6	two	0.0707951372022
6	million	0.0682613609386
6	man	0.0660179154383
7	trash	0.157984886137
7	school	0.142076187233
7	mice	0.118761497521
7	experiments	0.117819092043
7	animals	0.102124609711
7	landfills	0.0949615869336
7	garbage	0.0786997186041
7	prom	0.0664673957241
7	waste	0.0660189706267
7	animal	0.0550860554664
8	helicopter	0.154700351614
8	imports	0.131998817878
8	atkins	0.125388148492
8	harvard	0.103951826115
8	boston	0.0891718721594
8	bostons	0.0863021447017
8	milton	0.0841974001035
8	memorial	0.0773291509993
8	united	0.0759934418615
8	frank	0.0709668460759
9	ruby	0.34598286934
9	debut	0.1416366957
9	riegle	0.106311974165
9	champions	0.0872791673584
9	kahn	0.0623915679467
9	walker	0.0579974765635
9	dmich	0.0562581727985
9	corroon	0.0479001230911
9	eve	0.0478326040805
9	box	0.0464093489562
10	dukakis	0.190266284526
10	bush	0.172498757649
10	percent	0.152130352092
10	poll	0.0997883802166
10	new	0.0753353675703
10	i	0.0703120367684
10	president	0.066569982736
10	primary	0.0648686718986
10	campaign	0.0579269658285
10	jackson	0.0503032007146
11	electoral	0.174581109662
11	vote	0.119991544577
11	state	0.119851873586
11	people	0.107280536602
11	kashmir	0.106811850256
11	government	0.0877222767421
11	moslem	0.0811350511491
11	party	0.07485454063
11	democratic	0.0650415343395
11	two	0.0627296824569
12	cisneros	0.155453223971
12	grower	0.154035721499
12	growers	0.116487205393
12	hose	0.107775791802
12	weaker	0.0984462240435
12	booster	0.0835235417369
